Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2020-10-02,Assam,1271,10,1267,15903,703,678,7.99,0,36.0,211867,1702,210620,1.95,1.88,0.44175,0.8,99.41
2020-10-03,Assam,941,8,939,12143,4906,137,7.75,0,36.0,212808,1710,211559,13.63,0.38,0.3373055555555556,0.8,99.41
2020-10-04,Assam,84,0,84,790,2159,440,10.63,0,36.0,212892,1710,211643,6.0,1.22,0.021944444444444444,0.8,99.41
2020-10-05,Assam,1103,10,1095,13536,4819,3579,8.15,0,36.0,213995,1720,212738,13.39,9.94,0.376,0.8,99.41
2020-10-06,Assam,40,0,31,785,1719,1529,5.1,9,36.0,214035,1720,212769,4.78,4.25,0.021805555555555557,0.8,99.41
2020-10-07,Assam,922,6,922,11871,835,329,7.77,0,36.0,214957,1726,213691,2.32,0.91,0.32975,0.8,99.41
2020-10-08,Assam,892,7,888,10876,1986,1732,8.2,0,36.0,215849,1733,214579,5.52,4.81,0.3021111111111111,0.8,99.41
2020-10-09,Assam,1276,5,1272,15933,876,673,8.01,0,36.0,217125,1738,215851,2.43,1.87,0.44258333333333333,0.8,99.41
2020-10-10,Assam,1596,15,1593,19808,3840,539,8.06,0,36.0,218721,1753,217444,10.67,1.5,0.5502222222222222,0.8,99.42
2020-10-11,Assam,857,8,855,10573,1256,1208,8.11,0,36.0,219578,1761,218299,3.49,3.36,0.2936944444444444,0.8,99.42
2020-10-12,Assam,570,6,570,6879,2845,307,8.29,0,36.0,220148,1767,218869,7.9,0.85,0.19108333333333333,0.8,99.42
2020-10-13,Assam,1122,10,1122,13643,4562,2066,8.22,0,36.0,221270,1777,219991,12.67,5.74,0.3789722222222222,0.8,99.42
2020-10-14,Assam,1464,6,1457,17925,3887,3462,8.17,1,36.0,222734,1783,221448,10.8,9.62,0.4979166666666667,0.8,99.42
2020-10-15,Assam,786,8,778,9918,2358,447,7.92,0,36.0,223520,1791,222226,6.55,1.24,0.2755,0.8,99.42
2020-10-16,Assam,150,0,146,2393,4584,3529,6.27,4,36.0,223670,1791,222372,12.73,9.8,0.06647222222222222,0.8,99.42
2020-10-17,Assam,1028,5,1026,12447,4720,2725,8.26,0,36.0,224698,1796,223398,13.11,7.57,0.34575,0.8,99.42
2020-10-18,Assam,770,6,768,9242,3693,3644,8.33,0,36.0,225468,1802,224166,10.26,10.12,0.25672222222222224,0.8,99.42
2020-10-19,Assam,602,4,596,7588,3874,2667,7.93,2,36.0,226070,1806,224762,10.76,7.41,0.21077777777777779,0.8,99.42
2020-10-20,Assam,1374,12,1365,16738,4837,941,8.21,0,36.0,227444,1818,226127,13.44,2.61,0.46494444444444444,0.8,99.42
2020-10-21,Assam,1471,13,1471,18249,2679,2237,8.06,0,36.0,228915,1831,227598,7.44,6.21,0.5069166666666667,0.8,99.42
2020-10-22,Assam,1089,6,1087,13658,2863,1787,7.97,0,36.0,230004,1837,228685,7.95,4.96,0.3793888888888889,0.8,99.43
2020-10-23,Assam,1295,12,1293,16414,4397,3383,7.89,0,36.0,231299,1849,229978,12.21,9.4,0.45594444444444443,0.8,99.43
2020-10-24,Assam,1071,14,1069,14168,4714,4405,7.56,0,36.0,232370,1863,231047,13.09,12.24,0.39355555555555555,0.8,99.43
2020-10-25,Assam,619,8,614,7811,61,10,7.92,0,36.0,232989,1871,231661,0.17,0.03,0.21697222222222223,0.8,99.43
2020-10-26,Assam,608,3,606,7536,622,134,8.07,0,36.0,233597,1874,232267,1.73,0.37,0.20933333333333334,0.8,99.43
2020-10-27,Assam,134,0,132,1733,3752,256,7.73,2,36.0,233731,1874,232399,10.42,0.71,0.04813888888888889,0.8,99.43
2020-10-28,Assam,588,3,582,7542,1577,148,7.8,3,36.0,234319,1877,232981,4.38,0.41,0.2095,0.8,99.43
2020-10-29,Assam,474,2,470,5848,870,135,8.11,2,36.0,234793,1879,233451,2.42,0.38,0.16244444444444445,0.8,99.43
2020-10-30,Assam,1182,16,1173,14521,3373,1,8.14,0,36.0,235975,1895,234624,9.37,0.0,0.4033611111111111,0.8,99.43
2020-10-31,Assam,1077,12,1071,13349,1691,723,8.07,0,36.0,237052,1907,235695,4.7,2.01,0.37080555555555555,0.8,99.43
2020-11-01,Assam,207,1,202,2449,3089,364,8.45,4,36.0,237259,1908,235897,8.58,1.01,0.06802777777777778,0.8,99.43
2020-11-02,Assam,185,2,180,1956,896,251,9.46,3,36.0,237444,1910,236077,2.49,0.7,0.05433333333333333,0.8,99.42
2020-11-03,Assam,884,2,876,11038,300,47,8.01,6,36.0,238328,1912,236953,0.83,0.13,0.3066111111111111,0.8,99.42
2020-11-04,Assam,659,6,655,8163,1065,196,8.07,0,36.0,238987,1918,237608,2.96,0.54,0.22675,0.8,99.42
2020-11-05,Assam,1058,6,1057,13455,3470,1476,7.86,0,36.0,240045,1924,238665,9.64,4.1,0.37375,0.8,99.43
2020-11-06,Assam,481,2,479,6145,3149,2414,7.83,0,36.0,240526,1926,239144,8.75,6.71,0.17069444444444445,0.8,99.43
2020-11-07,Assam,401,1,400,4872,2486,553,8.23,0,36.0,240927,1927,239544,6.91,1.54,0.13533333333333333,0.8,99.43
2020-11-08,Assam,261,3,257,3649,2861,23,7.15,1,36.0,241188,1930,239801,7.95,0.06,0.10136111111111111,0.8,99.42
2020-11-09,Assam,1537,19,1537,19249,3144,2563,7.98,0,36.0,242725,1949,241338,8.73,7.12,0.5346944444444445,0.8,99.43
2020-11-10,Assam,619,7,611,7793,196,68,7.94,1,36.0,243344,1956,241949,0.54,0.19,0.21647222222222223,0.8,99.43
2020-11-11,Assam,36,0,30,763,1511,21,4.72,6,36.0,243380,1956,241979,4.2,0.06,0.021194444444444443,0.8,99.42
2020-11-12,Assam,611,8,602,7520,3989,3580,8.12,1,36.0,243991,1964,242581,11.08,9.94,0.2088888888888889,0.8,99.42
2020-11-13,Assam,954,7,950,11541,1574,807,8.27,0,36.0,244945,1971,243531,4.37,2.24,0.32058333333333333,0.8,99.42
2020-11-14,Assam,1069,6,1063,13416,3303,192,7.97,0,36.0,246014,1977,244594,9.18,0.53,0.37266666666666665,0.8,99.42
2020-11-15,Assam,1236,5,1236,15179,132,94,8.14,0,36.0,247250,1982,245830,0.37,0.26,0.4216388888888889,0.8,99.43
2020-11-16,Assam,1381,15,1373,17248,2637,1972,8.01,0,36.0,248631,1997,247203,7.32,5.48,0.4791111111111111,0.8,99.43
2020-11-17,Assam,1499,5,1499,18220,72,21,8.23,0,36.0,250130,2002,248702,0.2,0.06,0.5061111111111111,0.8,99.43
2020-11-18,Assam,709,8,700,8860,3722,2237,8.0,1,36.0,250839,2010,249402,10.34,6.21,0.2461111111111111,0.8,99.43
2020-11-19,Assam,324,4,316,4088,1943,1255,7.93,4,36.0,251163,2014,249718,5.4,3.49,0.11355555555555556,0.8,99.42
2020-11-20,Assam,1503,9,1501,18779,4853,2758,8.0,0,36.0,252666,2023,251219,13.48,7.66,0.5216388888888889,0.8,99.43
2020-11-21,Assam,8,0,3,501,3113,1647,1.6,5,36.0,252674,2023,251222,8.65,4.58,0.013916666666666667,0.8,99.43
2020-11-22,Assam,1606,14,1597,19959,1494,1067,8.05,0,36.0,254280,2037,252819,4.15,2.96,0.5544166666666667,0.8,99.43
2020-11-23,Assam,863,9,862,10834,879,86,7.97,0,36.0,255143,2046,253681,2.44,0.24,0.30094444444444446,0.8,99.43
2020-11-24,Assam,1577,11,1572,19667,4336,2936,8.02,0,36.0,256720,2057,255253,12.04,8.16,0.5463055555555556,0.8,99.43
2020-11-25,Assam,861,4,861,10633,56,49,8.1,0,36.0,257581,2061,256114,0.16,0.14,0.29536111111111113,0.8,99.43
2020-11-26,Assam,554,3,550,6393,3187,1036,8.67,1,36.0,258135,2064,256664,8.85,2.88,0.17758333333333334,0.8,99.43
2020-11-27,Assam,737,9,737,9282,605,339,7.94,0,36.0,258872,2073,257401,1.68,0.94,0.25783333333333336,0.8,99.43
2020-11-28,Assam,522,7,514,6517,4804,1560,8.01,1,36.0,259394,2080,257915,13.34,4.33,0.1810277777777778,0.8,99.43
2020-11-29,Assam,1393,18,1392,17175,2580,1251,8.11,0,36.0,260787,2098,259307,7.17,3.48,0.47708333333333336,0.8,99.43
2020-11-30,Assam,1246,16,1245,15614,1240,360,7.98,0,36.0,262033,2114,260552,3.44,1.0,0.43372222222222223,0.81,99.43
2020-12-01,Assam,979,10,976,12789,1075,551,7.66,0,36.0,263012,2124,261528,2.99,1.53,0.35525,0.81,99.44
2020-12-02,Assam,1474,9,1473,18433,596,595,8.0,0,36.0,264486,2133,263001,1.66,1.65,0.5120277777777777,0.81,99.44
2020-12-03,Assam,1099,4,1097,13759,725,11,7.99,0,36.0,265585,2137,264098,2.01,0.03,0.38219444444444445,0.8,99.44
2020-12-04,Assam,1425,19,1423,17795,93,39,8.01,0,36.0,267010,2156,265521,0.26,0.11,0.49430555555555555,0.81,99.44
2020-12-05,Assam,1285,8,1281,16222,18,16,7.92,0,36.0,268295,2164,266802,0.05,0.04,0.45061111111111113,0.81,99.44
2020-12-06,Assam,356,4,354,4807,2358,993,7.41,0,36.0,268651,2168,267156,6.55,2.76,0.13352777777777777,0.81,99.44
2020-12-07,Assam,732,10,731,9449,4419,1978,7.75,0,36.0,269383,2178,267887,12.28,5.49,0.2624722222222222,0.81,99.44
2020-12-08,Assam,347,2,342,3893,3131,660,8.91,3,36.0,269730,2180,268229,8.7,1.83,0.1081388888888889,0.81,99.44
2020-12-09,Assam,1414,21,1414,17558,4580,4430,8.05,0,36.0,271144,2201,269643,12.72,12.31,0.4877222222222222,0.81,99.45
2020-12-10,Assam,522,7,519,6151,636,385,8.49,0,36.0,271666,2208,270162,1.77,1.07,0.1708611111111111,0.81,99.45
2020-12-11,Assam,1432,17,1428,17726,758,105,8.08,0,36.0,273098,2225,271590,2.11,0.29,0.4923888888888889,0.81,99.45
2020-12-12,Assam,1545,16,1543,19488,2242,421,7.93,0,36.0,274643,2241,273133,6.23,1.17,0.5413333333333333,0.82,99.45
2020-12-13,Assam,278,1,273,3266,4823,129,8.51,4,36.0,274921,2242,273406,13.4,0.36,0.09072222222222222,0.82,99.45
2020-12-14,Assam,924,6,922,11620,4600,193,7.95,0,36.0,275845,2248,274328,12.78,0.54,0.3227777777777778,0.81,99.45
2020-12-15,Assam,1048,6,1041,13237,727,321,7.92,1,36.0,276893,2254,275369,2.02,0.89,0.36769444444444443,0.81,99.45
2020-12-16,Assam,847,2,846,10530,3075,1973,8.04,0,36.0,277740,2256,276215,8.54,5.48,0.2925,0.81,99.45
2020-12-17,Assam,821,5,821,10294,1225,91,7.98,0,36.0,278561,2261,277036,3.4,0.25,0.28594444444444445,0.81,99.45
2020-12-18,Assam,263,2,262,3255,800,318,8.08,0,36.0,278824,2263,277298,2.22,0.88,0.09041666666666667,0.81,99.45
2020-12-19,Assam,1218,16,1215,15626,3692,486,7.79,0,36.0,280042,2279,278513,10.26,1.35,0.43405555555555553,0.81,99.45
2020-12-20,Assam,837,7,832,10451,2201,1292,8.01,0,36.0,280879,2286,279345,6.11,3.59,0.29030555555555554,0.81,99.45
2020-12-21,Assam,1459,6,1457,17977,855,248,8.12,0,36.0,282338,2292,280802,2.38,0.69,0.4993611111111111,0.81,99.46
2020-12-22,Assam,1597,10,1593,19691,165,141,8.11,0,36.0,283935,2302,282395,0.46,0.39,0.5469722222222222,0.81,99.46
2020-12-23,Assam,719,8,710,8819,1599,633,8.15,1,36.0,284654,2310,283105,4.44,1.76,0.24497222222222223,0.81,99.46
2020-12-24,Assam,1226,18,1217,15339,872,296,7.99,0,36.0,285880,2328,284322,2.42,0.82,0.4260833333333333,0.81,99.46
2020-12-25,Assam,1028,5,1021,12396,390,83,8.29,2,36.0,286908,2333,285343,1.08,0.23,0.3443333333333333,0.81,99.45
2020-12-26,Assam,228,0,225,2664,1033,903,8.56,3,36.0,287136,2333,285568,2.87,2.51,0.074,0.81,99.45
2020-12-27,Assam,1249,18,1241,16061,4369,1065,7.78,0,36.0,288385,2351,286809,12.14,2.96,0.44613888888888886,0.82,99.45
2020-12-28,Assam,1274,16,1267,15877,1065,846,8.02,0,36.0,289659,2367,288076,2.96,2.35,0.4410277777777778,0.82,99.45
2020-12-29,Assam,788,3,782,9906,2476,1197,7.95,3,36.0,290447,2370,288858,6.88,3.32,0.27516666666666667,0.82,99.45
2020-12-30,Assam,261,3,255,3397,3088,2426,7.68,3,36.0,290708,2373,289113,8.58,6.74,0.09436111111111112,0.82,99.45
2020-12-31,Assam,142,1,142,2134,2706,2136,6.65,0,36.0,290850,2374,289255,7.52,5.93,0.059277777777777776,0.82,99.45
2021-01-01,Assam,790,8,784,10272,1000,68,7.69,0,36.0,291640,2382,290039,2.78,0.19,0.2853333333333333,0.82,99.45
2021-01-02,Assam,975,3,974,12025,3976,1368,8.11,0,36.0,292615,2385,291013,11.04,3.8,0.33402777777777776,0.82,99.45
2021-01-03,Assam,1207,9,1207,15196,1530,1439,7.94,0,36.0,293822,2394,292220,4.25,4.0,0.4221111111111111,0.81,99.45
2021-01-04,Assam,1265,14,1258,15927,3870,417,7.94,0,36.0,295087,2408,293478,10.75,1.16,0.4424166666666667,0.82,99.45
2021-01-05,Assam,424,3,421,5556,2804,2562,7.63,0,36.0,295511,2411,293899,7.79,7.12,0.15433333333333332,0.82,99.45
2021-01-06,Assam,253,1,248,2843,1492,861,8.9,4,36.0,295764,2412,294147,4.14,2.39,0.07897222222222222,0.82,99.45
2021-01-07,Assam,110,1,107,1208,1537,1290,9.11,2,36.0,295874,2413,294254,4.27,3.58,0.033555555555555554,0.82,99.45
2021-01-08,Assam,709,4,705,8918,1131,827,7.95,0,36.0,296583,2417,294959,3.14,2.3,0.24772222222222223,0.81,99.45
2021-01-09,Assam,476,4,469,5856,2914,1791,8.13,3,36.0,297059,2421,295428,8.09,4.98,0.16266666666666665,0.81,99.45
2021-01-10,Assam,1477,5,1471,18478,3456,2503,7.99,1,36.0,298536,2426,296899,9.6,6.95,0.5132777777777778,0.81,99.45
2021-01-11,Assam,831,2,826,10466,269,243,7.94,3,36.0,299367,2428,297725,0.75,0.68,0.2907222222222222,0.81,99.45
2021-01-12,Assam,1374,17,1369,16979,4451,3644,8.09,0,36.0,300741,2445,299094,12.36,10.12,0.4716388888888889,0.81,99.45
2021-01-13,Assam,1165,16,1158,14214,1704,234,8.2,0,36.0,301906,2461,300252,4.73,0.65,0.3948333333333333,0.82,99.45
2021-01-14,Assam,546,6,541,6958,1432,234,7.85,0,36.0,302452,2467,300793,3.98,0.65,0.19327777777777777,0.82,99.45
2021-01-15,Assam,665,3,665,8040,3525,2240,8.27,0,36.0,303117,2470,301458,9.79,6.22,0.22333333333333333,0.81,99.45
2021-01-16,Assam,438,5,431,4997,4846,2019,8.77,2,36.0,303555,2475,301889,13.46,5.61,0.13880555555555554,0.82,99.45
2021-01-17,Assam,413,5,404,5201,1743,1620,7.94,4,36.0,303968,2480,302293,4.84,4.5,0.14447222222222222,0.82,99.45
2021-01-18,Assam,1279,7,1275,16180,627,389,7.9,0,36.0,305247,2487,303568,1.74,1.08,0.4494444444444444,0.81,99.45
2021-01-19,Assam,881,10,881,10794,1116,786,8.16,0,36.0,306128,2497,304449,3.1,2.18,0.29983333333333334,0.82,99.45
2021-01-20,Assam,1426,8,1424,17785,4218,509,8.02,0,36.0,307554,2505,305873,11.72,1.41,0.4940277777777778,0.81,99.45
2021-01-21,Assam,648,6,642,7822,4740,266,8.28,0,36.0,308202,2511,306515,13.17,0.74,0.21727777777777776,0.81,99.45
2021-01-22,Assam,283,2,276,3135,2333,1859,9.03,5,36.0,308485,2513,306791,6.48,5.16,0.08708333333333333,0.81,99.45
2021-01-23,Assam,1603,14,1601,19925,1070,727,8.05,0,36.0,310088,2527,308392,2.97,2.02,0.5534722222222223,0.81,99.45
2021-01-24,Assam,506,5,506,6015,388,25,8.41,0,36.0,310594,2532,308898,1.08,0.07,0.16708333333333333,0.82,99.45
2021-01-25,Assam,537,7,535,6527,3244,1437,8.23,0,36.0,311131,2539,309433,9.01,3.99,0.18130555555555555,0.82,99.45
2021-01-26,Assam,423,5,420,5278,1427,741,8.01,0,36.0,311554,2544,309853,3.96,2.06,0.1466111111111111,0.82,99.45
2021-01-27,Assam,1577,18,1574,19714,515,201,8.0,0,36.0,313131,2562,311427,1.43,0.56,0.5476111111111112,0.82,99.46
2021-01-28,Assam,1416,9,1413,17618,1216,194,8.04,0,36.0,314547,2571,312840,3.38,0.54,0.4893888888888889,0.82,99.46
2021-01-29,Assam,214,1,214,2644,4675,4221,8.09,0,36.0,314761,2572,313054,12.99,11.72,0.07344444444444445,0.82,99.46
2021-01-30,Assam,1146,16,1146,13861,3714,3478,8.27,0,36.0,315907,2588,314200,10.32,9.66,0.3850277777777778,0.82,99.46
2021-01-31,Assam,335,1,329,3946,3126,2962,8.49,5,36.0,316242,2589,314529,8.68,8.23,0.10961111111111112,0.82,99.46
2021-02-01,Assam,725,4,722,9126,2662,2332,7.94,0,36.0,316967,2593,315251,7.39,6.48,0.2535,0.82,99.46
2021-02-02,Assam,1502,16,1501,18572,795,217,8.09,0,36.0,318469,2609,316752,2.21,0.6,0.5158888888888888,0.82,99.46
2021-02-03,Assam,1356,7,1347,16917,3788,361,8.02,2,36.0,319825,2616,318099,10.52,1.0,0.46991666666666665,0.82,99.46
2021-02-04,Assam,168,1,163,2148,1531,1221,7.82,4,36.0,319993,2617,318262,4.25,3.39,0.059666666666666666,0.82,99.46
2021-02-05,Assam,1440,7,1432,17746,2144,1505,8.11,1,36.0,321433,2624,319694,5.96,4.18,0.49294444444444446,0.82,99.46
2021-02-06,Assam,97,1,97,1223,588,520,7.93,0,36.0,321530,2625,319791,1.63,1.44,0.03397222222222222,0.82,99.46
2021-02-07,Assam,837,2,836,9978,3915,531,8.39,0,36.0,322367,2627,320627,10.88,1.48,0.2771666666666667,0.81,99.46
2021-02-08,Assam,594,6,591,7825,4501,4085,7.59,0,36.0,322961,2633,321218,12.5,11.35,0.21736111111111112,0.82,99.46
2021-02-09,Assam,567,3,558,6892,2718,2453,8.23,6,36.0,323528,2636,321776,7.55,6.81,0.19144444444444444,0.81,99.46
2021-02-10,Assam,675,4,674,8665,2667,1227,7.79,0,36.0,324203,2640,322450,7.41,3.41,0.24069444444444443,0.81,99.46
2021-02-11,Assam,609,3,606,7752,1762,1319,7.86,0,36.0,324812,2643,323056,4.89,3.66,0.21533333333333332,0.81,99.46
2021-02-12,Assam,606,6,600,7518,1581,746,8.06,0,36.0,325418,2649,323656,4.39,2.07,0.20883333333333334,0.81,99.46
2021-02-13,Assam,518,3,517,6320,109,86,8.2,0,36.0,325936,2652,324173,0.3,0.24,0.17555555555555555,0.81,99.46
2021-02-14,Assam,535,5,526,6425,3107,1990,8.33,4,36.0,326471,2657,324699,8.63,5.53,0.17847222222222223,0.81,99.46
2021-02-15,Assam,904,11,895,10898,2581,946,8.3,0,36.0,327375,2668,325594,7.17,2.63,0.3027222222222222,0.81,99.46
2021-02-16,Assam,1346,4,1341,16799,584,3,8.01,1,36.0,328721,2672,326935,1.62,0.01,0.4666388888888889,0.81,99.46
2021-02-17,Assam,62,0,58,971,2712,211,6.39,4,36.0,328783,2672,326993,7.53,0.59,0.026972222222222224,0.81,99.46
2021-02-18,Assam,1221,12,1212,15623,2236,1692,7.82,0,36.0,330004,2684,328205,6.21,4.7,0.4339722222222222,0.81,99.45
2021-02-19,Assam,582,5,581,7368,4691,2914,7.9,0,36.0,330586,2689,328786,13.03,8.09,0.20466666666666666,0.81,99.46
2021-02-20,Assam,1115,4,1111,13959,3803,1743,7.99,0,36.0,331701,2693,329897,10.56,4.84,0.38775,0.81,99.46
2021-02-21,Assam,547,2,546,7074,1494,1190,7.73,0,36.0,332248,2695,330443,4.15,3.31,0.1965,0.81,99.46
2021-02-22,Assam,484,1,476,6121,4055,2431,7.91,7,36.0,332732,2696,330919,11.26,6.75,0.17002777777777778,0.81,99.46
2021-02-23,Assam,1336,13,1331,16710,4761,3248,8.0,0,36.0,334068,2709,332250,13.23,9.02,0.46416666666666667,0.81,99.46
2021-02-24,Assam,929,4,923,11750,3684,1976,7.91,2,36.0,334997,2713,333173,10.23,5.49,0.3263888888888889,0.81,99.46
2021-02-25,Assam,1081,4,1078,13561,1591,1538,7.97,0,36.0,336078,2717,334251,4.42,4.27,0.37669444444444444,0.81,99.46
2021-02-26,Assam,582,4,577,7465,1845,429,7.8,1,36.0,336660,2721,334828,5.12,1.19,0.2073611111111111,0.81,99.46
2021-02-27,Assam,1042,5,1033,13328,3283,2097,7.82,4,36.0,337702,2726,335861,9.12,5.82,0.37022222222222223,0.81,99.45
2021-02-28,Assam,920,10,920,11623,3148,1387,7.92,0,36.0,338622,2736,336781,8.74,3.85,0.3228611111111111,0.81,99.46
2021-03-01,Assam,350,2,343,4223,2504,959,8.29,5,36.0,338972,2738,337124,6.96,2.66,0.11730555555555555,0.81,99.45
2021-03-02,Assam,1591,21,1586,19885,4665,1930,8.0,0,36.0,340563,2759,338710,12.96,5.36,0.5523611111111111,0.81,99.46
2021-03-03,Assam,941,13,936,11903,117,115,7.91,0,36.0,341504,2772,339646,0.32,0.32,0.33063888888888887,0.81,99.46
2021-03-04,Assam,942,3,941,11557,2540,2388,8.15,0,36.0,342446,2775,340587,7.06,6.63,0.3210277777777778,0.81,99.46
2021-03-05,Assam,451,3,449,6065,2467,2030,7.44,0,36.0,342897,2778,341036,6.85,5.64,0.16847222222222222,0.81,99.46
2021-03-06,Assam,1008,11,1000,12759,1463,540,7.9,0,36.0,343905,2789,342036,4.06,1.5,0.35441666666666666,0.81,99.46
2021-03-07,Assam,1145,10,1141,13945,3864,3089,8.21,0,36.0,345050,2799,343177,10.73,8.58,0.3873611111111111,0.81,99.46
2021-03-08,Assam,1509,6,1508,18992,2057,381,7.95,0,36.0,346559,2805,344685,5.71,1.06,0.5275555555555556,0.81,99.46
2021-03-09,Assam,621,5,612,7754,2933,1369,8.01,4,36.0,347180,2810,345297,8.15,3.8,0.21538888888888888,0.81,99.46
2021-03-10,Assam,932,7,926,11774,1121,302,7.92,0,36.0,348112,2817,346223,3.11,0.84,0.32705555555555554,0.81,99.46
2021-03-11,Assam,125,0,121,1405,3919,2225,8.9,4,36.0,348237,2817,346344,10.89,6.18,0.03902777777777778,0.81,99.46
2021-03-12,Assam,1579,11,1570,19976,4543,2000,7.9,0,36.0,349816,2828,347914,12.62,5.56,0.5548888888888889,0.81,99.46
2021-03-13,Assam,244,2,236,3195,4826,2847,7.64,6,36.0,350060,2830,348150,13.41,7.91,0.08875,0.81,99.45
2021-03-14,Assam,237,2,235,3184,1493,817,7.44,0,36.0,350297,2832,348385,4.15,2.27,0.08844444444444445,0.81,99.45
2021-03-15,Assam,1136,5,1133,14172,3047,1858,8.02,0,36.0,351433,2837,349518,8.46,5.16,0.39366666666666666,0.81,99.46
2021-03-16,Assam,1465,19,1461,18440,709,664,7.94,0,36.0,352898,2856,350979,1.97,1.84,0.5122222222222222,0.81,99.46
2021-03-17,Assam,1321,4,1314,16160,760,226,8.17,3,36.0,354219,2860,352293,2.11,0.63,0.4488888888888889,0.81,99.46
2021-03-18,Assam,1355,4,1347,17607,4698,3927,7.7,4,36.0,355574,2864,353640,13.05,10.91,0.4890833333333333,0.81,99.46
2021-03-19,Assam,217,2,208,2700,3432,678,8.04,7,36.0,355791,2866,353848,9.53,1.88,0.075,0.81,99.45
2021-03-20,Assam,1566,10,1564,19972,4318,1404,7.84,0,36.0,357357,2876,355412,11.99,3.9,0.5547777777777778,0.8,99.46
2021-03-21,Assam,576,3,572,6940,3121,2785,8.3,1,36.0,357933,2879,355984,8.67,7.74,0.19277777777777777,0.8,99.46
2021-03-22,Assam,526,1,522,6294,2690,2438,8.36,3,36.0,358459,2880,356506,7.47,6.77,0.17483333333333334,0.8,99.46
2021-03-23,Assam,712,9,703,8672,2681,106,8.21,0,36.0,359171,2889,357209,7.45,0.29,0.2408888888888889,0.8,99.45
2021-03-24,Assam,571,3,562,6843,2882,1041,8.34,6,36.0,359742,2892,357771,8.01,2.89,0.19008333333333333,0.8,99.45
2021-03-25,Assam,1501,5,1496,18368,1284,53,8.17,0,36.0,361243,2897,359267,3.57,0.15,0.5102222222222222,0.8,99.45
2021-03-26,Assam,494,3,487,5901,3977,809,8.37,4,36.0,361737,2900,359754,11.05,2.25,0.16391666666666665,0.8,99.45
2021-03-27,Assam,198,2,190,2575,1626,653,7.69,6,36.0,361935,2902,359944,4.52,1.81,0.07152777777777777,0.8,99.45
2021-03-28,Assam,938,5,938,11367,893,646,8.25,0,36.0,362873,2907,360882,2.48,1.79,0.31575,0.8,99.45
2021-03-29,Assam,137,1,129,1254,2157,1455,10.93,7,36.0,363010,2908,361011,5.99,4.04,0.034833333333333334,0.8,99.45
2021-03-30,Assam,353,1,350,4372,997,498,8.07,2,36.0,363363,2909,361361,2.77,1.38,0.12144444444444444,0.8,99.45
2021-03-31,Assam,1150,5,1145,14456,341,293,7.96,0,36.0,364513,2914,362506,0.95,0.81,0.40155555555555555,0.8,99.45
2021-04-01,Assam,1335,19,1332,16866,4402,1063,7.92,0,36.0,365848,2933,363838,12.23,2.95,0.4685,0.8,99.45
2021-04-02,Assam,1323,9,1320,16367,385,29,8.08,0,36.0,367171,2942,365158,1.07,0.08,0.45463888888888887,0.8,99.45
2021-04-03,Assam,674,8,672,8473,3909,3818,7.95,0,36.0,367845,2950,365830,10.86,10.61,0.2353611111111111,0.8,99.45
2021-04-04,Assam,1478,7,1476,18110,1412,754,8.16,0,36.0,369323,2957,367306,3.92,2.09,0.5030555555555556,0.8,99.45
2021-04-05,Assam,918,3,916,11648,4407,3462,7.88,0,36.0,370241,2960,368222,12.24,9.62,0.32355555555555554,0.8,99.45
2021-04-06,Assam,123,0,123,1633,3233,2376,7.53,0,36.0,370364,2960,368345,8.98,6.6,0.04536111111111111,0.8,99.45
2021-04-07,Assam,360,2,354,4148,1185,1052,8.68,4,36.0,370724,2962,368699,3.29,2.92,0.11522222222222223,0.8,99.45
2021-04-08,Assam,1235,15,1230,15604,1920,1311,7.91,0,36.0,371959,2977,369929,5.33,3.64,0.43344444444444447,0.8,99.45
2021-04-09,Assam,470,3,468,5718,1932,1156,8.22,0,36.0,372429,2980,370397,5.37,3.21,0.15883333333333333,0.8,99.45
2021-04-10,Assam,127,1,123,1683,2451,178,7.55,3,36.0,372556,2981,370520,6.81,0.49,0.04675,0.8,99.45
2021-04-11,Assam,529,2,524,6264,13,12,8.45,3,36.0,373085,2983,371044,0.04,0.03,0.174,0.8,99.45
2021-04-12,Assam,916,12,911,11587,2395,1844,7.91,0,36.0,374001,2995,371955,6.65,5.12,0.3218611111111111,0.8,99.45
2021-04-13,Assam,233,3,231,2946,2950,2297,7.91,0,36.0,374234,2998,372186,8.19,6.38,0.08183333333333333,0.8,99.45
2021-04-14,Assam,1258,17,1252,15770,1661,1116,7.98,0,36.0,375492,3015,373438,4.61,3.1,0.43805555555555553,0.8,99.45
2021-04-15,Assam,889,6,889,11440,4944,340,7.77,0,36.0,376381,3021,374327,13.73,0.94,0.31777777777777777,0.8,99.45
2021-04-16,Assam,380,4,379,4668,911,95,8.14,0,36.0,376761,3025,374706,2.53,0.26,0.12966666666666668,0.8,99.45
2021-04-17,Assam,1441,12,1438,18290,1615,126,7.88,0,36.0,378202,3037,376144,4.49,0.35,0.5080555555555556,0.8,99.46
